Pacote,Concrete Type,Call Method Name,Field Name,Metodo,Line Code,Class,Ocorrencias,Into Loop,Loops Info,Inside Recursive Method
java/util/Collection,Ljava/util/HashSet,update,neighbours,add(value),113,Lorg/apache/commons/math3/ml/neuralnet/sofm/KohonenUpdateAction>,1,false,,false
java/util/Set,Ljava/util/HashSet,getNeighbours,idList,addAll,334,Lorg/apache/commons/math3/ml/neuralnet/Network>,1,true,1) 1;ON;null; 2) 2;O1;0; ,false
java/util/Set,Ljava/util/HashSet,getNeighbours,idList,remove(key),338,Lorg/apache/commons/math3/ml/neuralnet/Network>,1,true,1) 1;ON;null; 2) 2;O1;0; ,false
java/util/Set,Ljava/util/HashSet,getNeighbours,idList,iterator,343,Lorg/apache/commons/math3/ml/neuralnet/Network>,1,true,1) 1;ON;null; ,false
java/util/List,Ljava/util/ArrayList,flatten,list,add(value),46,Lorg/apache/commons/math3/exception/util/ArgUtils>,1,true,1) 1;null;null; 2) 8;ON;null; 3) 8;ON;null; ,true
java/util/List,Ljava/util/ArrayList,flatten,list,add(value),49,Lorg/apache/commons/math3/exception/util/ArgUtils>,1,true,1) 1;null;null; 2) 8;ON;null; ,true
java/util/Collection,Ljava/util/Collection,<init>,parametersNames,add,38,Lorg/apache/commons/math3/ode/AbstractParameterizable>,1,true,1) 1;ON;null; ,false
java/util/Collection,Ljava/util/Collection,<init>,parametersNames,addAll,47,Lorg/apache/commons/math3/ode/AbstractParameterizable>,1,false,,false
java/util/Collection,Ljava/util/Collection,isSupported,parametersNames,iterator,57,Lorg/apache/commons/math3/ode/AbstractParameterizable>,2,false,,false
java/util/Set,Ljava/util/Set,<init>,linearConstraints,add(value),42,Lorg/apache/commons/math3/optim/linear/LinearConstraintSet>,1,true,1) 1;ON;null; ,false
java/util/Set,Ljava/util/Set,<init>,linearConstraints,addAll,52,Lorg/apache/commons/math3/optim/linear/LinearConstraintSet>,1,false,,false
java/util/List,Ljava/util/ArrayList,parse,components,isEmpty,253,Lorg/apache/commons/math3/linear/RealVectorFormat>,1,true,1) 2;O1;0; ,false
java/util/List,Ljava/util/ArrayList,parse,components,add(value),264,Lorg/apache/commons/math3/linear/RealVectorFormat>,1,true,1) 2;O1;0; ,false
java/util/List,Ljava/util/ArrayList,parse,components,size,282,Lorg/apache/commons/math3/linear/RealVectorFormat>,2,false,,false
java/util/List,Ljava/util/ArrayList,parse,components,sequentialGet,284,Lorg/apache/commons/math3/linear/RealVectorFormat>,1,true,1) 2;ON;null; ,false
java/util/List,Ljava/util/ArrayList,parse,components,isEmpty,253,Lorg/apache/commons/math3/linear/RealVectorFormat>,1,true,1) 1;O1;0; ,false
java/util/List,Ljava/util/ArrayList,parse,components,add(value),264,Lorg/apache/commons/math3/linear/RealVectorFormat>,1,true,1) 1;O1;0; ,false
